content,score
"Sumpah gak jelas bgt ini aplikasi yg baru Saya download,trus tiba2 hilang aplikasi nya dan saya harus download lagi,aktifikasi lagi dari awal,,trus tiba2 tidak bisa di buka akunnya, Mau transaksi katanya pin salah,gila aja saya gak tau pin ,,dari pagi transaksi aman2 aja,,pas sorenya tiba2 pin salah,aneh sumpah.....",1
"terlalu sering gangguan, aplikasi tidak bisa dibuka. mutasi rekening tidak sedetail BNI Mbanking. semoga segera teratasi segala masalahnya.",2
"Wonder cukup bagus dan cepat, tapi sayang masih belum tersedia fitur membaca keterangan BERITA PENGIRIMAN/KETERANGAN PENGIRIMAN yang dikirim oleh orang saat transfer uang ke kita. Kalau di Mobile Banking BNI itu sangat bagus karena di Riwayat Transaksi bisa kebaca keterangan yang diketik/dikirim orang. Tolong ditambahkan menu tsb.",3
"Aplikasi nya ribet, masih enak yg lama bisa TF tunai tanpa kartu, ini malah cuma transaksi doang fitur nya jga sedikit gak ada enak nya,",1
"otp lewat email lemot babget ga masuk masuk, sampe tunggu hari berikutnya baru bisa. sekali masuk udah bahagia ternyata ga bisa setor tunai pakai aplikasi. kalo belum jadi sepenuhnya lebih baik dimatengin dulu deh aplikasinya. kaya gini jadi menuhin memori hp aja, ada 2 aplikasi jadinya (bni mobile+ wondr by bni). yang dibutuhkan ini banyak transaksi tanpa kartu terutama setor tunai. mudah aplikasi bni mobilenya.",1
"Kenapa sih ganguan mulu bikin ga nyaman pake BNI persi baru ini, pdahal dah enak pake BNI yg dlu, ini mlah ganguan mulu.. Tolong dong diperbaiki lagi, klau masih ky gini bner2 jadi ga nyaman",2
"Verifikasinya wajah susah Klu lagi butuh cepet Terhalang aplikasi seperti ini Bikin badmood , 3 hari 3 malam juga gak selesai2...balikin ke BNI mobile aja kalau aplikasi belum siap benahi dulu jangan direalis...",1
"Saya sebelumnya pengguna Mobil banking BNI,mau bayar bayar banyak yg tdk bisa,disuruh beralih ke wondr,mau masuk disuruh selfie pake ktp,emangnya pinjol,nanti datanya disalahgunakan,siapa mau tanggung jawab,BNI makin ribet.kapok pake BNI",1
"kok aneh ya, minta update tp di google play ga ada update an, tapi dari getApps, coba klik malah ada pesan jika update dari sumber manapun fungsi aplikasi mungkin berubah, waduh, gimana dong, ini udah valid blm ya aplikasi wonder nya...tolong dong di followup",2
Aplikasi mudah di gunakan tentunya anti delay dalam tf verifikasi mudah dan tentunya sangat membantu dan memudahkan dalam transaksi,5
"Mengalami kendala banget.. Setiap mau masuk ke aplikasi harus login dulu, verifikasi ulang terus.. Masukin kode Otp, KTP, angka debet, Lah iya jika selalu bawa KTP kalau enggak,, merepotkan banget.. Pelayanan makin kesini harusnya semakin bagus. Kok malah sperti ini Mending kembali lagi ke Mbangking aja (BNI mobile)",1
"saya sdh mendaftar dan isi segala yg di minta dari norek dan fasword saya dan data2 saya,tapi mau login kembali ke aplikasi ini tidak bisa,mohon jika ada terjadi sesuatu saya harap aplikasi anda bisa bertanggung jawab.tks",1
"Katanya nyuruh pake wondr tapi pas udah di instal gak bisa kebuka, tolong perbaiki. Kalo masalahnya karena pake wifi terus harus pake paket data hp , repot ya kan orang tuh beda beda gak semua ada kuota nya bisa aja yang stay pake wifi.",1
"Masih bagusan yg BNI Mobile, wondr ini tidak ada menu TARIK TUNAI. Kalau bisa diadakan juga menu SAHAM dong, bukan hanya reksadana saja. Biar makin update. Yang Jelas, di wndr ini makin banyak FITUR YANG HILANG dari versi BNI Mobile. Bukannya makin bagus, tapi lebih condong makin mundur dan downgrade",1
"Aplikasi Wondr sangat membantu sekali untuk saya , aktivasi nya sangat cepat dan tidak ribet . sangat memudahkan untuk bertransaksi dimana saja , Thankyou Wondr by BNI",5
"Ribet kali, kenapa harus ada apk ini sih, padahal ada m-banking untuk transaksi, sekarang kalau mau beli token listrik harus pakai wonder by bni. Kenapa coba harus dipisah fungsinya, padahal lebih bagus semua fungsi dijadiin satu apk, malah harus download apk lain lagi. Sering error' pula tu",1
"Sumpah pakek Wonder by BNI mau TF, bayar, mana ngga lemot pula. UI/UX nya juga enak banget dipandang. Tetap pertahankan kualitas yang keren ini ya!✨",5
Fitur dan performanya sangat baik. Tampilannya keren dan sangat memudahkan dalam bertransaksi. Bisa melihat history transaksi dengan mudah juga ada menu Insight yang sangat menarik untuk melihat pemasukan dan pengeluaran. Pokoknya muantappp.,5
"Saya pakai mobile banking BNI selama ini untuk transaksi apapun. Tiba2 mau beli token listrik harus pakai aplikasi baru ini. Daftarnya sulit, ferivikasi wajahnya buat pusing gagal terus ajg. Mending ganti bank sekalian aja deh yg gak bikin repot nasabah.",1
"Aplikasi wondr by BNI ini keren , warna aplikasinya kekinian, fiturnya lengkap bgt, mudah di pahami, tentunya dengan keamanan yang extra,😍",5
dikira udah bisa semua udah uninstall mobile banking ternyata gak bisa download mutasi klo ada yg baru harusnya lebih komplit bukan malah ilang fitur nya aneh,1
"Tampilannya keren, penggunaannya mudah cukup dengan pin angka saja untuk kemusahan transaksinya, bisa disetting sesuai keinginan transaksinya dan sangat membantu dalam mengelola keuangan..Top...banget",5
Terlalu banyak aplikasi...satu bank harusnya cukup satu...BNI mobile banking lebih bagus dibandingkan aplikasi ini...terjadi kemunduran aplikasi dari sebelumnya...nasabah dipaksa untuk menginstal aplikasi ini...,1
"Update terbaru lemot banget buka aplikasi nya, Udah update juga. Lebih baik yang lama. Ad masalah dimna??? Perbaikan lama betul.",2
"Aplikasi login sangat lemot . Setelah aku download ternyata untuk transaksi pembayaran PGN dan PDAM tidak ada dan tidak bisa. Mohon untuk bisa bekerja sama dengan fihak fihak lain untuk memudahkan bertransaksi dan pembayaran berlangganan. Wondr.apk merusak system kerja BNI mobile , BNI mobile kalau dipakai transaksi sekarang tidak bisa, aplikasi keluar sendiri.",1
"Aplikasinya sangat memudahkan, respon cepat, dan user friendly, bener banget sih kalo dibilang super app, saya merasa sangat terbantu sejak ada aplikasi ini, top up ewallet, transfer, dll semua dibuat lebih simpel sehingga yang pake sangat terbantu",5
"Aplikasi g guna,. Kalo belum sempurna jangan di launching.. Buat percobaan sama nasabah doank !!! Itu team IT ngelawak aja kerjanya? Lama amat buat aplikasi bekerja dengan baik !!!",1
Aplikasi sering tidak bisa dibuka. Susah. Lebih bagus app awal. Saat butuh urgent malah perbaikan yang lumayan lama..,2
"Wondr by bni ini mungkin kedepannya bisa ditambah fitur tarik tunainya, biar lebih mudah beralihnya jika semua fitur di BNI mobile tersedia di app ini",5
"Aplikasinya sangat membantu, mudah digunakan dan banyak promonya. Jadi praktis dan mudah saat bertransaksi.",5
Suka banget pake wondr banyak promonya di tgl² tertentu. Cuma perlu ada tambahan aja buat memudahkan orang tarik tunai dan setor tunai aja dari aplikasinya,5
Aplikasinya cepat namun untuk fitur copy paste dari keyboard google yang telah terinstall password manager (bitwarden) tidak muncul. Sehingga ketika akan membuat strong password saya sangat kesulitan. Padahal strong password sangat dibutuhkan apalagi yg berhubungan dengan perbankan. Selanjutnya untuk produk VCN BNI yg ada pada BNI Mobile sebelumnya juga tidak ada di Wondr by BNI ini. Mohon ditingkatkan lagi di pembaruan selanjutnya.,2
Susah banget tauukkkk verifikasi wajah nya... Tolong dipermudah lagi verifikasi wajah.. udah nurut tola-tole masih gak bisa...!!!! Uda di tempat terang benderang juga kagak bisaaaa...!!! Klo gak bole masuk yaudahhh jangan mau gantiin mobile banking...,1
"Aplikasi cacat kaya gini di rekomendasikan,,bego,,udah setelah daftar aplikasi cacat ini, m-bankingnya gak bisa di pake buat bayar listrik lagi,,,aplikasi tidak berguna",1
"Sy cuma mau bayar tagihan listrik, biasanya bisa langsung lewat bni mobile, sekarang disuruh pake wonder, sy download lah, ternyata harus daftar juga pake ktp dan foto wajah, ini maksudnya apa, kok kaya aplikasi pinjol, ga mau sy. Aneh2 aja bikin aplikasi.",1
mau transfer gak bisa. tolong segera diperbaiki karena dana di mbanking sedang dibutuhkan untuk payment. pakai BNI mobile sama saja belum input rekening sudah close sendiri aplikasinya. laba boleh triliunan tapi aplikasinya mengecewakan.,1
"Aplikasinya eror .. hari pertama sudah berhasil login,eh berikut2nya balik ke halaman persetujuan terus dan gabisa diklik 'selanjutnya'🥹",1
Ini gimana ya udah di tahap verifikadi email pas di madukkan otp keterangannya gagal padahal itu otp baru .Di ulang terus tetap hasilnya sama,4
"Wondr by BNI memudahkan pengelolaan keuangan dengan fitur Transaksi, Insight, dan Growth. Desainnya modern, navigasi mudah, dan analisis keuangan harian sangat membantu",5
Sering tidak bisa terbuka / di klik aplikasinya (heng) terpaksa di uninstal. Dan instal ulang baru deh bisa di buka kembali aplikasi wondr by BNI nya. Tolong Tim IT wondr by BNI di perbaiki aplikasinya. Kadang kita perlu Scan QRIS eh aplikasinya gak bisa di buka kesel jadinya,1
"Pendusta dan mempersulit pelanggan iklan gk main2 bagusnya di televisi, ternyata pendusta, jangan salahkan kami kl pakai jasa lain, banyak kendala, ini mau login keluar terus, kl blm siap buat aplikasi jangan buat donk BNI nyusahin aja kalian Ini",1
"Tolong perbaiki, masa saat saya sedang membuat password pada akun baru, layar sya ghost touch aneh banget, aplikasi lain normal hanya ini saja yg error",5
Terlalu sering gagal login. Selalu butuh waktu. Pembayaran jadi sering terkendala. masih terlalu banyak bug di aplikasinya,1
"Kenapa dengan aplikasi wonder ini sudah 3 hari gak bisa masuk, saya coba aplikasi lain terbuka cepat, ini wondr malah mutar mutar terus, katanya aplikasi baru lebih bagus ini malah bikin emosi mau transaksi gak bisa, jelek kalai bank BNI punya IT nya kalah sama bank lain parah kecewaaaaa🔥😡😡😡",1
"Halo, sy udah coba skitar 2 minggu buat migrasi dari aplikasi BNI yang lama tapi terkendala pada verifikasi wajah. Sudah dibantu dg staff kcp BNI pun jg masih TDK BS. Sulit sekali.",2
"Kalo sudah bisa tarik setor tunai tanpa kartu dan tanpa pulsa, langsung saya kasih bintang 5, sama tolong untuk riwayat transaksi nya seperti bni mobile dulu saja biar lebih rinci",3
"Kalo saja masih bisa pakai bnimobile gak akan download wondr by bni, bukannya semakin simple malah semakin ruet menu2nya, bukti transaksi tidak tertera lengkap",1
"Jelek kali lah ini wondr By BNI, kita mau menggunakan setiap saat, malah gak bisa di waktu kita butuh, alasan sedang perbaikan, tolong lah kedepannya di perbaiki agar tidak ada kendala gini trs, kalau keseringan mau di gunakan gak bisa, Auto Pindak bank lain lah",1
"Jujur sebenernya suka karena lebih simpel, cuman plis lah kl ada pembaruan atau apapun itu plis jangan dijam2 kerja karena kl mau transaksi suka tiba2 ngga bisa seperti hari ini.",3
Mau menghubungkan ke agen untuk selesaikan registrasi saja sulit sekali keluar terus sangat berbelit dan sangat menyulitkan bagi nasabah.,2
"Aplikasinyaa sangatt baguss lebihh simpell untuk digunakan trx hanya dengan menggunakan pin, apliaksinya juga tampilannya sangat warna-warni jadi menambah kesan yang lucuu, dan juga lebih terupdate bisa melihat mutasi rekening sampai 6 bulan, top BNI 🤍🤏",5
"Tiap di buka tulisannya ""fitur tidak tersedia"" trus caranya transaksi gimana, apalagi urgent bgt. Apk yg satunya bisa kebuka tapi tiap transaksi diarahin ke aplikasi ini, sedangkan apk ini ga bisa kebuka",2
"Aplikasi nya udah bagus ,lebih simpel dan kekinian buat interfacenya juga udah keren ,cuma mungkin buat kelengkapan fiturny masih ada beberapa yang kurang dibanding mbanking dan saya udah coba berkali kali buat aktifin login biometrik masih gagal terus sampe halaman persetujuan dan gak bisa"" ,jadinya susah mau login mesti masukin password dulu",3
Aplikasi kurang baik sekiranya transaksi di batalakan by sistem saldo transaksi terpotong tetapi transksi gagal tolong di perbaiki dan penyegeraan yg lebih baik dan lebih aman sementara saya uninstal dulu sementara,1
"aplikasi ga jelas uy, ngirim OTP ke Email ga masuk², padahal email udh di kosongkan, udah sesuai email BNI yg lama jg, jaringan 5G, udh di uninstal dan di instal lg tp masih ga masuk tuh OTP email... tp OTP WA mah masuk... kenapa ya OTP email ga masuk²?",1
"Baru download uda login, tapi setelah keluar aplikasi malah ga bisa login. Tombol login ga bisa dipencet, malah mengarahkan langsung ke fitur daftar ulang Aneehh!!!",1
"Terimakasih untuk aplikasi wonder by BNI, semua transaksi bisa jadi lebih mudah, simpel dan cepat.",5
"Kenapa maintenance nya lama banget, padahal lagi butuh ini Lama bener maintenance nya, udh bisa dbuak aplikasi nya masih belum bisa digunakan",1
"Beli paket data yg di aplikasi mbangking murah2 kuota nya berpariasi, klo wondr 50 ribu paket 1 bln cuma 6GB ,paket data ny ga ad pilihan ny ,biasamya oaket 50 sbln banyak pilihn, aplikasi wondr BNI sm Mbangking, bgsn mbangkin mobile",1
"Tampilan bagus dan simpel, notifikasi sangat responsif. Sayangnya fiturnya tidak lengkap di banding Mobile Banking. Sebaiknya lengkapi dulu fiturnya (minimal seperti Mobile Banking) baru di rilis",3
"Aplikasi nya bagus lebih keren dari BNI Mobile dan lebih simpel saat transaksi, cuma menu nya lebih lengkap BNI Mobile, mohon kedepannya dilengkapin selengkap BNI Mobile. Dan kalo bisa di menu APLIKASI ditambahin pilihan ""Terang/gelap"", Terimakasih.",5
"Kebanyakan Update,pada saat akan digunakan transaksi pasti ada aja gangguan padahal paket data dan lain lain aman lebih wort it Bni mobile banking menurutku",1
Sasah masuknya abis ganti hp udah tiga kali ga masuk masuk payah. Abis semua data masuk selesai foto udah ga bisa lagi masuk . Ada kendala dari pihak sana,1
"jelek,kadang ga bisa di buka aplikasi nya,alasan nya cuma pihak kami sedang memperbaiki,klo mau segera di pake buat transfer gimana itu?? ga jelass",1
"baru coba aplikasi wondr, ternyata bikin transaksi jadi makin simple dan praktis. fiturnya juga udh mantap banget,sukses terus BNI",5
"Parah ini aplikasi,seharian full pembaharuan,belum juga bisa kebuka Ket ""dalam perbaikan ""parah betul Luar biasa perbaikan nya,lama amat seharian full,tim perbaikan nya lagi tidur semua kaya nya,pengen cepat transaksi malah menunggu seharian full itu pun belum bisa masih perbaikan",1
"Aplikasi lemah, Kirim Email verifikasi lama banget ngabisin waktu sampai akhirnya keluar notif suruh coba lagi besok. Buang buang waktu. Sudah ber kali kali kirim Kode verifikasi kerika di input salah. Padahal sudah sesuai yg di kirim ke email, lama pula nunggu email verifikasinya lebih dari 5 menit. Sampai akhirnya keluar notif harus coba lagi besok. Gak mutu. Mending upgrade yang udah ada, gak usah launching yg baru kalau mutunya masih coba coba. Sorry fix uninstall.",1
"Aplikasi jelek. Belum matang sudah di launching. Pertama, ndak bisa mobile tunai macam BNI Mobile banking, kedua hanya menampilkan uang keluar masuk di riwayat transaksi, saldo rekening akhir ndak nampak macam di BNI Mobile banking lama, ketiga pembayar qris sering error/bermasalah, keempat notif pemasukan uang ndak ada atau sering telat, dll. Pokoknya masih lebih baik BNI Mobile banking daripada wondr by BNI.,, apa guna nya aplikasi ini kalo yg lama masih jauh lebih bagus??.",1
"Aplikasi nya oke keren cuman satu saran saya tolong min adakan tarik tunai tanpa kartu ke semua ATM bank bersama pasti keren, tolong ada kan ya min secepatnya",5
"Tampilan fresh, menu praktis dan lebih simple. Namun ada beberapa yg perlu ditambahkan, mengingat menu di BNI mobile banking udah lengkap. Terutama menu mobile tunai yg sangat membantu buat yang malas bawa kartu debit. Juga menu mutasi dan saldo rekening pinjaman dan simponi yg blm masuk ke wondr. Semangat terus perbaikan tiada henti.",5
"kode otp email verifikasi terlalu lama muncul, saat muncul pun pas memasukan kode otp dikatakan salah, padahal saya memasukkan kode otp yang baru saya dapatkan langsung saat detik itu juga, terlalu banyak kekurangan dalam aplikasi ini, sangat membuang"" waktu. only 1 ⭐ for now.",1
"Antar muka bagus, pengelompokan bagus. Tapi msh ada fitur-fitur BNI Mobile yg hilang. Contoh utk Aset Obligasi Negara detailnya tidak ada. Untung aplikasi yg lama msh dipertahankan, sbg utk yg kurang dr Wondr msh bs buka yg lama. Fokus diperbaiki, jgn hanya acara lari yg menutup byk ruas jalan. Sy pengguna BNI sejak msh sekolah, moga-moga msh setia kedepannya Diam2 saudara dekat BNI (Bank logo dominasi warna biru dan emas) juga melakukan pembaruan fitur dan sy akui bagus dan user friendly",3
"Kenapa saat saya mencoba verifikasi wajah gagal terus, bahkan saya sudah mencoba di depan CSnya langsung di salah satu cabang BNI dari dua hari yang lalu, hingga hari ini saya tidak bisa mencoba untuk verifikasi wajah lagi, tapi tidak bisa disuruh tunggu sehari baru bisa coba ulang.. dari kemarin saya tidak bisa mencoba verifikasi wajah lagi, tolong bantuannya developer🙏🏻",2
"Sudah sukses daftar, bisa masuk aplikasi, tp setelah logout, mau masuk lagi harus kembali daftar seperti masukan data pribadi",1
"Kenapa ini wondr, sudah 2hari transfer selalu gagal.. Tapi saldo kepotong, keterangan transaksi belum berhasil.. Mohon di perbaiki., kaya gini gak nyaman.",1
"wondr menunya sedikit dan membingungkan. mencari FX mobile sangat susah, cari tau di google caranya malah gak ketemu. hanya penjelasan saja",2
"Kenapa setiap mau buka aplikasi nya harus daftar dr awal ya.. Harus foto ktp lagi, masukin password lagi.. Masak iya stiap buka aplikasi harus ganti password.. Masih enak bni mobile.. Cuma masukin id sm sandi.. Setiap mau buka untuk transaksi, harus daftar lagi dari awal.. Harus foto ktp lagi, foto wajah lagi, harus masukin password lagi.. Kayak daftar wondr dr awal terus..",2
"Takut jg sih, sudah instal pas daftar yg di minta data pribadi no atm plus sandi nya, kata nya pihak bank tidak pernah meminta sandi atm, ko di sini di wajibkan😇😇 Alhasil saya batalin daftar dan login nya😅",3
"Saya lupa pin alhasil saya merubah pin melalui verifikasi akun, setelah saya selesai rubah pin di arahkan ke tampilan login pas mau login eh kok pasword nya salah pas sudah rubah pasword di menu lupa password selesai rubah pasword alhasil bisa login pas sudah login mau transaksi eh pin yg sudah di rubah di awal kok salah alhasil mutar2 disitu doang rubah pin dan pasword, tolong di perbaiki kecacatan aplikasinya",2
"Untuk jumlah uang yang tersimpan mohon di adain di history transaksi nya min, seperti di aplikasi mobile banking BNI, Agar pengguna tau jumlah uang masuk sama keluar Mohon di perbaiki",5
ni kenapa pencairan bni simponi usia di bawah 30 tahun ada potong 11% sedangkan 11% dari tabungan BNI simponi itu sama aja gaji kami selama 1 bulan kalok potongannya hanya administrasinya 10.000 sebulan sedangkan kontrak kerja saya hanya 5 tahun harusnya kan yg terpotong hanya 600.000 ribu ini kenapa terpotong 11% yg jumlahnya mencapai 3.000.000 juta lebih dan selesai kontrak saya belum berusia 30 masa iya tetap terkena potongan 11%,1
App wordr sering gangguan... Tidak bisa di buka pakai wifi tetapi bisa di buka pakai paket internet... Gimana app ini,3
Lebih lengkap yg lama bisa cek transaksi keluar masuk serta saldonya dan bisa di download.. Smoga bs jd pertimbangan bni,3
Aku beli token listrik di wonder by BNI udah beli tapi terkendala jaringan sampai sekarang uang aku tidak kembali lagi ke rekening Udah 2 hari kejadian Gimana nih prosesnya masa uang aku hilang begitu saja Nomor tokennya sampai sekarang pun tidak keluar Bukti transaksi gagal pun sampai sekarang masih ada gimana pihak BNI,3
Awal pakai lancar. Beberapa minggu terakhir notif tidak masuk saat ada transfer masuk. Dan juga riwayat transaksi tidak on time. Butuh beberapa jam bahkan ada yang sampai seharian riwayat transaski baru muncul. Untuk sementara balik lagi pakai BNI Mobile. Ditunggu perbaikannya.,1
"Aplikasi ini menurut ku seharusnya, pertama kali di tampilkan semisal ingin ganti hp jangan di suruh isi data lagi kalau sudah buat data, tinggal login aja gitu. Contoh seabank, seabank kalau ganti hp itu tinggal login aja tidak di suruh isi-isi data lagi, kalau sudah pernah buat akun ya, seharusnya ganti hp tinggal login aja gitu, Jangan banyak aplikasi malah sama aja seperti aplikasi terdahulunya. Tim developer nya gimana ya buat aplikasinya kayak gini, sekali buat aplikasi jelek.",2
"Menurut ku apk ini ngga ribet, bagus dan proses nya cepat. Transaksi juga menyenangkan dan mudah. Terima kasih BNI. Mantap dan sangat rekomendasi. ❤",5
"Aplikasinya sangat baik dan Cepat, tampilannya keren dan sangat memudahkan dalam betransaksi. Sarannya cuma di menu mutasi rekening kalau bisa di samain mobile banking dan di tambah menu Mobile Tunai. Lain-lain OK 👍",5
Kalo fitur tarik tunai ditambahkan mungkin lebih baik Bintang 5 kalo fitur ini ditambahkan. Fitur ini lebih simple untuk digunakan ayo min tambah fitur tarik tunai.,1
"Suka banget sama Aplikasi Wondr by BNI.. keren parah si. Suka di tampilannya, user friendly banget dan QRISnya.. beh cepet banget. Ada menu insight yg bisa liat pemasukan dan pengeluaran juga, jadi bisa lebih terpantau",5
"Sdh dicoba menu transfer dan menu riwayat mobile bni yg lama ternyata sdh otomatis tersimpan, cuma kurangnya menu pinjaman tidak ada juga tidak ada saldo dr mutasi rek. Smg bisa ditambah fiturnya.",4
"Saya top up e wallet dana sampai 2x gak pernah masuk, tulisan nya saja transaksi berhasil nyata nya gak masuk masuk saldonya heran tapi dicek pakai BNi mobile banking (apk lama) transaksi berhasil tapi tidak masuk masuk. Tolong lah jangan membuat kecewa",1
"Aplikasi blum sempurna sudah diluncurkan,aturan itu sempurnakan dulu sebaik baiknya baru diluncurkan..klo begini khan bikin kecewa byk org yg ingin menggunakannya..",2
"Tertulis limit harian ewallet 2jt, baru buat transfer 1jt terus mau transfer lagi tertulis sudah melebihi limit harian, padahal awal rilis dulu bisa transfer berapapun lo",1
"Akhirnya bisa buat tabungan BNI dari hp, fiturnya mudah bisa isi pulsa dan bayar tagihan. Selalu dengan fitur yg mudah yaa 🙂",5
"Klo di Mbanking sebelumnya ada fitur simpan transaksi spt contoh bisa simpan nomor hp, listrik, daftar transaksi, dll. Jadi gaperlu isi data nomor hp, listrik, berulang kali tiap mau transaksi. Tapi d wondr ga ada fitur, atau barangkali saya yg belum paham. Mohon penjelasannya, nanti saya kasih bintang 5",5
"Registrasi terlalu ruwet, sudah berkali kali tidak bisa, dikarenakan waktu jeda verifikasi wajah singkat. Lebih bagus aplikasi sebelumnya, mudah, singkat, lengkap. Semakin canggih malah bikin repot nasabah. BNI cabang Sumpiuh, CS hanya 1, menunggu lama hanya untuk mendapatkan pelayananan. Tidak memberikan pelayanan dan servis yg terbaik untuk nasabah.",2
"Satu kekurangan dari aplikasi ini,tidak adanya fitur cardless yang bisa setor tunai tanpa kartu.mohon diberikan fitur tersebut di apdate berikutnya.",4
"Buruk sekali. AQ gak bisa transaksi pakai BNI yg lama aq. Kok ada himbauan download ini. Eh,gak bisa login saat foto. Sesi habis. Malah butuh bangettt TF. Kesalin deh lama lama",1
"Aplikasi nya sampah banget, beberapa kali mau transfer pasti gangguan.. Coba lah diperbaiki lagi nih aplikasi.. Tolol banget yang bikin aplikasi.. Dikit dikit gangguan",1
bolak balik eror.. trus aktifasi bolak balik.. masa tiap mau login aktifasi melulu foto ktp selfi.. ribet bgt.. lama2 pindah bank sebelah deh.. beberapa hari mbanking ga bisa melulu.. repott,1
"Saya beri bintang 4 dulu. Kelebihan: secara tampilan menarik dan simpel. Saran: untuk migrasi dari BNI Mobile ke Wondr perlu dipastikan riwayat, kontak, dll. terintegrasi. Selain itu, fitur penting, seperti pembukaan rekening SBN Ritel, tersedia juga di Wondr. Terima kasih.",4
Kurangin lah perbaikan sistem.. Tiap saat perbaikan sistem . Bikin puyeng kalau mau transaksi,3
Bayar QRIS dan topup ewallet jadi lebih cepat karena bisa tanpa login. Transaksi jadi lebih mudah karena pakai pin. Tampilan aplikasinya lucu banget karena warnanya cocok untuk kaum millenial.,5
"Tampilan lebih menarik & simpel, tolong kedepanya lebih di lengkapi lagi untuk fitur"" yg lainya agar mempermudah dalam bertransaksi & pastinya agar tidak kalah bagusnya dari aplikasi sebelumnya 👍",5
"Sementara saya kasih ⭐1. Pertama kali donload, dipakai transaksi malah bikin masalah. transfer VA antar bank malah gagal transaksi tapi saldo dipotong. Sebelumnya via BNI mobile biasa ngga pernah masalah transfer ke VA tsb. Semoga pihak aplikasi atau bank bertanggung jawab untuk mengembalikan saldo saya seperti semula. Nanti saya updte rating kembali klo masalah sudah selesai",1
"buruk bgtt ni aplikasi, tiap buka muncul sesi anda sudah berakhir disuruh login lagi gitu aj terus, mau transaksi jadi ga bisa, tolong perbaiki lagi dong",1
"Udah punya akun CC ,lupa password 3x masukin suruh kaya awal lagi giliran ketika masukin email katanya email sudah terdaftar.. pake email lain suruh bikin rekening tabungan ..ah ga jelas dah",1
"Kalau BNI Mobile tiap transaksi ada saldonya, kalau wondr sekarang hanya transaksi saja, tidak ada keterangan saldo tiap transaksi, mohon ditambah seperti BNI Mobile dong min🙏🏼 Dulu setiap lihat riwayat transaksi pasti ada: Uraian, Tipe, Nominal, Saldo Akhir",3
Turun bintang...Tolong ditambahkan fitur tarik tunai tanpa kartu ATM. Ini sangat membantu jika lupa kartu atau kartu ATM terblokir. Tolong perhatikan. Fitur ini sangat penting dan membantu. Jika sdh ada fitur tersebut baru cocok bintang 5. Skr msh bintang 4 dulu.,3
"Aplikasi error gak pernah ganti password login tp gagal login karena password salah, gak pernah ganti pin 6 digit, tapi pin selalu gagal pakai. Verifikasi wajah juga susah bgt. Kalo untuk kebutuhan darurat aplikasi ini tidak bisa diandalkan. Bintang satu terlalu banyak",1
"Mau daftar aja susah. Sudah sebulan daftar, kendala di verifikasi wajah terus. Ruang udah terang, wajah udah di bagus-bagusin.. eh, sistem eror.",1
"Lebih bagus bni mobile yg lama, wonder ini ga ada tarik tunai tanpa atm juga vitur nya blm lengkap. Trs lagi kata sandi nya gede bangett dan angka memudahkan orang melihat sandi kita saat transaksi",1
Aplikasi wondr sangat memudahkan untuk bertansaksi. Jadi simple dan praktis. Proses transfer dan pembayaran jadi lebih mudah dan aman,5
Nge bug mulu. Klo belum siap gk usah di alihkan. Udah bagus pake mbanking. Malah mau di ganti. Udah gitu nge bug mulu. Sampah,1
"Krna ulasan pada jelek smua, akhirnya sy memutuskan menghapus kembali app ini sbelum digunakan😅🙏baru daftar aja sdh ribet soalnya,mending pke mobile BNI yg lama aja yg sudah ada. Perkara mau beli token listrik aja smpe terpaksa hrus download ini tp ya sudahlah,bli tokennya di gopay aja",2
"Sebenarnya aplikasi ini tidak cocok untuk hp yang ram dibawah 3,minimal 3,dan kamera yang kureng,beberapa kali coba scan wajah gagal terus",2
"Boleh dipakai apa tidak aplikasi ini,..... Susah sekali ferifikasi wajah Sekalinya bisa,mau dipakai aplikasinya lagi malah error",1
"Lebih buruk dari yang dibayangkan, masi mendingan apk lama BNI mobile. Transaksi dana link aja dll dibatasi 1jta, tidak ada riwayat sisa saldo sesudah transaksi",1
"Suka banget sama apk nya, jujur bagus karna ada recap pengeluarannya juga, trs Qr nya bisa pake foto Qr, wahh mantap sii rugi kalo gapake",5
"Sumpah parah, emang bagus sih buat keamanan tapi kalau kayak gini mah ngeriibetin udah ngikutin verifikasi mukanya masih aja katanya verifikasinya tidak sesuai, suruh nengok baru mau nengok udah berubah lagi perintahnya alhasil suruh dicoba besok lagi males... Mendingan pakai BNI mobile banking langsung kaga ribet-ribet",1
Hati hati yang bertransaksi menggunakan aplikasi ini notifikasi transaksi gagal namun saldo rekening tetap dipotong. CS yang dihubungi pun ndak ada guna cuman suruh sabar saja.,1
"payah..kenapa gak ada menu favorit untuk pembelian pulsa listrik,setiap kali mau melakukan transaksi harus nyari dulu no pelanggan nya..gak ky mobile banking",2
"Aplikasi burik, gabisa masuk, bad application!!! Sekiranya app masih banyak gangguan jangan dulu disuruh pindah, bikin sulit aja lu!!!",1
"Bagus! Lebih baik daripada applikasi sebelum nya. Apalagi transaksi bisa pakai pin bukan password seperti applikasi sebelum nya, jadi lebih mudah. Tolong di pertahan kan tampilan dan kemudahan applikasi nya.",5
Layanan bantuan ga ada di email jwbnya boot...tranfer gagal namun tidak kembali saldonya wonder makin buruk.... Lebih baik pake aplikasi lama yg bni....,1
